"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"162","Get all the details on MongoDB 3.4, including information on $graphLookup and zoned sharding - https://t.co/CMXyd5QOj2",FALSE,0,NA,2017-04-20 18:52:35,FALSE,NA,"855132103159283712",NA,"<a href=""http://www.influitive.com"" rel=""nofollow"">Influitive</a>","logwriter",0,FALSE,FALSE,NA,NA
"163","@erwinka N1QL as true SQL on JSON, Couchbase Mobile for sync data in mobile devices, better scalability with no mas… https://t.co/hVFgnOknvO",FALSE,0,"erwinka",2017-04-20 18:52:24,TRUE,"854965067695222784","855132057420353537","16902757","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mahurtado2",1,FALSE,FALSE,NA,NA
"164","MongoDB database as a service offering goes global - CIO https://t.co/dlVF8ftwbP",FALSE,3,NA,2017-04-20 18:51:06,FALSE,NA,"855131728876154880",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","DatabaseView",0,FALSE,FALSE,NA,NA
"165","NoSQL grudge match: MongoDB vs. Couchbase Server https://t.co/Pv4q79FEiF via @infoworld",FALSE,0,NA,2017-04-20 18:48:24,FALSE,NA,"855131049474506752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jordy90025",0,FALSE,FALSE,NA,NA
"166","“#MongoDB: Preventing Common Vulnerabilities in the MEAN Stack” by @SW_Integrity https://t.co/eznD6NOtZT… https://t.co/KisSEfBRgk",FALSE,2,NA,2017-04-20 18:45:03,TRUE,NA,"855130207103090688",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","K0YCHEV",4,FALSE,FALSE,NA,NA
"167","@endrift redis doesn't store to disk and mongodb… has a bad reputation although I'd have picked it because I've used it before.",FALSE,0,"endrift",2017-04-20 18:44:24,FALSE,"855129536345681920","855130043030396928","333125785","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rrika9",0,FALSE,FALSE,NA,NA
"168","#MongoDB World is back in Chicago June 21-22! #MDBW17 Use code RaphaelLondner for $100 off! Early Bird ends 04/28 https://t.co/YtVSMqdGhg",FALSE,0,NA,2017-04-20 18:43:19,FALSE,NA,"855129770987667456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rlondner",0,FALSE,FALSE,NA,NA
"169","RT @CloudExpo: [session] Bridging the Gap with MongoDB on AWS ▸ https://t.co/25S5pCh97D @JayGordonOps @MongoDB #AWS #Cloud #Security #Digit…",FALSE,0,NA,2017-04-20 18:42:40,FALSE,NA,"855129604926955520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CloudExpoWire",21,TRUE,FALSE,NA,NA
"170","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/gSVsTjnXX8 #NoSQL",FALSE,0,NA,2017-04-20 18:42:37,FALSE,NA,"855129593195499520",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","CouchbaseMatt",0,FALSE,FALSE,NA,NA
"171","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/nk5LnmCWUN #NoSQL",FALSE,1,NA,2017-04-20 18:42:37,FALSE,NA,"855129593078001668",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","SKBhere",0,FALSE,FALSE,NA,NA
"172","#Correct HTTP method to use when handling documents in MongoDB
#Tech #Internet #Question #HowTO
https://t.co/tF19vl78XS",FALSE,1,NA,2017-04-20 18:42:10,FALSE,NA,"855129479747973123",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","UriSamuels",1,FALSE,FALSE,NA,NA
"173","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/xZhNPdPJtr #NoSQL",FALSE,0,NA,2017-04-20 18:40:21,FALSE,NA,"855129022212321283",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","JimmyLarroche65",0,FALSE,FALSE,NA,NA
"174","RT @artdemaio: Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/7ghBQp3…",FALSE,0,NA,2017-04-20 18:40:14,FALSE,NA,"855128994861260801",NA,"<a href=""http://www.dub.io"" rel=""nofollow"">Dub.io</a>","dataloco",1,TRUE,FALSE,NA,NA
"175","RT @rlondner: Check out @kenwalger's #MongoDB Dictionary #alexa skill at https://t.co/H3ylCO1KqA. Can't wait to test it out with my #Amazon…",FALSE,0,NA,2017-04-20 18:39:54,FALSE,NA,"855128912333950976",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","craigsdennis",3,TRUE,FALSE,NA,NA
"176","AWS adds MongoDB migration capabilities in pursuit of more database customers. https://t.co/mbkfF01vLw by DCartyTT #AWS",FALSE,1,NA,2017-04-20 18:39:17,FALSE,NA,"855128756519882753",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","meswapnilwagh",1,FALSE,FALSE,NA,NA
"177","AWS adds MongoDB migration capabilities in pursuit of more database customers. https://t.co/A6TibfHmGZ by @DCartyTT",FALSE,0,NA,2017-04-20 18:36:01,FALSE,NA,"855127931605180418",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","SearchAWS",0,FALSE,FALSE,NA,NA
"178","RT @CloudExpo: [session] Bridging the Gap with MongoDB on AWS ▸ https://t.co/25S5pCh97D @JayGordonOps @MongoDB #AWS #Cloud #Security #Digit…",FALSE,0,NA,2017-04-20 18:35:10,FALSE,NA,"855127720241528832",NA,"<a href=""http://theparen.com"" rel=""nofollow"">twitter-bot-george</a>","george_fuzzy",21,TRUE,FALSE,NA,NA
"179","RT @CloudExpo: [session] Bridging the Gap with MongoDB on AWS ▸ https://t.co/25S5pCh97D @JayGordonOps @MongoDB #AWS #Cloud #Security #Digit…",FALSE,0,NA,2017-04-20 18:35:08,FALSE,NA,"855127710536007680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ExpoAI",21,TRUE,FALSE,NA,NA
"180","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/aZqRkuKjwB #NoSQL",FALSE,0,NA,2017-04-20 18:32:52,FALSE,NA,"855127141964558339",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","rick_in_denver",0,FALSE,FALSE,NA,NA
"181","RT @hendorf: Great blog post on #MongoDB  indexing by master @dugdun https://t.co/9qliMKhOiS",FALSE,0,NA,2017-04-20 18:32:24,FALSE,NA,"855127025010573313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mongoDBMannheim",1,TRUE,FALSE,NA,NA
"182","RT @hendorf: No need to maintain app and db servers with Lambda and @MongoDB Atlas! @SigNarvaez ������ explains how https://t.co/Q4JtqikiLU",FALSE,0,NA,2017-04-20 18:32:16,FALSE,NA,"855126988021010432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mongoDBMannheim",1,TRUE,FALSE,NA,NA
"183","Check out my last github thingy: an API Rest secured with BasicAuth  under Spring-boot and mongodb in-memory https://t.co/xvbxc4bIaI",FALSE,0,NA,2017-04-20 18:30:42,FALSE,NA,"855126596373688321",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SaneLaFuria",1,FALSE,FALSE,NA,NA
"184","RT @rlondner: Check out @kenwalger's #MongoDB Dictionary #alexa skill at https://t.co/H3ylCO1KqA. Can't wait to test it out with my #Amazon…",FALSE,0,NA,2017-04-20 18:29:18,FALSE,NA,"855126241266900992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kenwalger",3,TRUE,FALSE,NA,NA
"185","RT @CloudExpo: [session] Bridging the Gap with MongoDB on AWS ▸ https://t.co/25S5pCh97D @JayGordonOps @MongoDB #AWS #Cloud #Security #Digit…",FALSE,0,NA,2017-04-20 18:28:33,FALSE,NA,"855126054247313408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Print3DExpo",21,TRUE,FALSE,NA,NA
"186","MongoDB not working. &amp;quot;ERROR: dbpath (/data/db) does not exist.&amp;quot; #nodejs #angularjs #mongodb #express https://t.co/iv1qusUGFz",FALSE,1,NA,2017-04-20 18:24:01,FALSE,NA,"855124912457035778",NA,"<a href=""http://jarvis.ratankumar.org"" rel=""nofollow"">nodejsQnA</a>","NodeJsQnA",0,FALSE,FALSE,NA,NA
"187","Creating User Access Control in MongoDB https://t.co/zLQH3c6bYO https://t.co/jJb82FXau4",FALSE,0,NA,2017-04-20 18:21:39,FALSE,NA,"855124316756656128",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","elkrari",0,FALSE,FALSE,NA,NA
"188","RT @CloudExpo: [session] Bridging the Gap with MongoDB on AWS ▸ https://t.co/25S5pCh97D @JayGordonOps @MongoDB #AWS #Cloud #Security #Digit…",FALSE,0,NA,2017-04-20 18:20:40,FALSE,NA,"855124071746588675",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WebRTCSummit",21,TRUE,FALSE,NA,NA
"189","RT @K0YCHEV: A TDD Approach to Building a Todo #API Using #NodeJS and #MongoDB https://t.co/59ne8EK1o3 #javascript #webdev #AppDev #program…",FALSE,0,NA,2017-04-20 18:18:15,FALSE,NA,"855123462121287680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","K0YCHEV",2,TRUE,FALSE,NA,NA
"190","RT @haywire_d: We've got some amazing people from @MongoDB itself in the community slack team! Send yourself an invite now - https://t.co/N…",FALSE,0,NA,2017-04-20 18:17:08,FALSE,NA,"855123181459451904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eoinbrazil",4,TRUE,FALSE,NA,NA
"191","RT @fabstei: Sweet! Looking forward to play with it @BigchainDB #mongodb https://t.co/266xOvCeDp",FALSE,0,NA,2017-04-20 18:15:10,FALSE,NA,"855122687173283840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrucePon",4,TRUE,FALSE,NA,NA
"192","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/7ghBQp300E #NoSQL",FALSE,0,NA,2017-04-20 18:14:59,FALSE,NA,"855122638150275073",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","artdemaio",1,FALSE,FALSE,NA,NA
"193","How to install mongodb and the PHP mongo driver on Mac OS X Snow Leopard Server https://t.co/AXthtwn6p2 #JAFDIP",FALSE,0,NA,2017-04-20 18:14:51,FALSE,NA,"855122605581496320",NA,"<a href=""http://jafdip.com"" rel=""nofollow"">jafdip</a>","mikelking",0,FALSE,FALSE,NA,NA
"194","RT @K0YCHEV: Build a RESTful #API using #NodeJS and #MongoDB https://t.co/NYPF5NOljN #programming #development https://t.co/lIeRZVBYbF",FALSE,0,NA,2017-04-20 18:14:05,FALSE,NA,"855122413796954112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","K0YCHEV",19,TRUE,FALSE,NA,NA
"195","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/ftD3SjAR8t #NoSQL",FALSE,0,NA,2017-04-20 18:13:11,FALSE,NA,"855122187673587712",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","magicable",0,FALSE,FALSE,NA,NA
"196","Check out @kenwalger's #MongoDB Dictionary #alexa skill at https://t.co/H3ylCO1KqA. Can't wait to test it out with my #Amazon EchoDot!",FALSE,4,NA,2017-04-20 18:11:40,FALSE,NA,"855121805740093441",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rlondner",3,FALSE,FALSE,NA,NA
"197","RT @CloudExpo: [session] Bridging the Gap with MongoDB on AWS ▸ https://t.co/25S5pCh97D @JayGordonOps @MongoDB #AWS #Cloud #Security #Digit…",FALSE,0,NA,2017-04-20 18:11:36,FALSE,NA,"855121787683844101",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SDDCexpo",21,TRUE,FALSE,NA,NA
"198","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/Uyeu9mtfEp #NoSQL",FALSE,0,NA,2017-04-20 18:11:13,FALSE,NA,"855121692062044162",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","neffratiti",0,FALSE,FALSE,NA,NA
"199","Which is the best MongoDB GUI? via @scalegridio #mongodb https://t.co/6EdM68nM0E #coding https://t.co/fyPpFhFrQU",FALSE,0,NA,2017-04-20 18:10:03,FALSE,NA,"855121398502653953",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","DIYwithWP",0,FALSE,FALSE,NA,NA
"200","RT @thlorenz: Asked to be removed from @MongoDB spam I never subscribed to, but me being a Node.js dev and hitting their site entitles them…",FALSE,0,NA,2017-04-20 18:10:01,FALSE,NA,"855121391846395904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThisIsMissEm",18,TRUE,FALSE,NA,NA
"201","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/vFyIqnuDt4 #NoSQL",FALSE,0,NA,2017-04-20 18:07:44,FALSE,NA,"855120816484339713",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","rickw23",0,FALSE,FALSE,NA,NA
"202","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/1NoMzCE6nm #NoSQL",FALSE,1,NA,2017-04-20 18:06:35,FALSE,NA,"855120524376256512",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","LtCya",0,FALSE,FALSE,NA,NA
"203","RT @haywire_d: We've got some amazing people from @MongoDB itself in the community slack team! Send yourself an invite now - https://t.co/N…",FALSE,0,NA,2017-04-20 18:05:48,FALSE,NA,"855120330079293440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","meghanpgill",4,TRUE,FALSE,NA,NA
"204","RT @CloudExpo: [session] Bridging the Gap with MongoDB on AWS ▸ https://t.co/25S5pCh97D @JayGordonOps @MongoDB #AWS #Cloud #Security #Digit…",FALSE,0,NA,2017-04-20 18:04:55,FALSE,NA,"855120108926226433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GonzalezCarmen",21,TRUE,FALSE,NA,NA
"205","RT @dataloco: MongoDB database as a service offering goes global | CIO https://t.co/lpHXJ9uG0u #mongodb #open_source_tools https://t.co/iOW…",FALSE,0,NA,2017-04-20 18:02:33,FALSE,NA,"855119509857984513",NA,"<a href=""https://ctrlq.org/"" rel=""nofollow"">meinbotistcooler</a>","gomme_bot",1,TRUE,FALSE,NA,NA
"206","MongoDB database as a service offering goes global | CIO https://t.co/lpHXJ9uG0u #mongodb #open_source_tools https://t.co/iOWn6PshNl",FALSE,0,NA,2017-04-20 18:01:30,FALSE,NA,"855119248166977537",NA,"<a href=""http://www.dub.io"" rel=""nofollow"">Dub.io</a>","dataloco",1,FALSE,FALSE,NA,NA
"207","Big Data Nosql Architecting Mongodb here  https://t.co/sXGB0oGFbt #bigdata @machinelearnbot",FALSE,1,NA,2017-04-20 18:01:06,FALSE,NA,"855119145230381056",NA,"<a href=""https://twitter.com/machinelearnbot"" rel=""nofollow"">Machine learning Bot 6</a>","machinelearnbot",1,FALSE,FALSE,NA,NA
"208","RT @xdotai: Our CTO @GeekstaMatt talking about how we use @MongoDB to build our AI assistants! https://t.co/RxuFhjrYQ1",FALSE,0,NA,2017-04-20 17:56:35,FALSE,NA,"855118009798709252",NA,"<a href=""http://www.vincentkouters.nl"" rel=""nofollow"">kouters_version</a>","kouters_ebooks",5,TRUE,FALSE,NA,NA
"209","RT @tecnoempleo: Backend Developer Nodejs @haysespana #Valencia #NodeJS #empleo #tic https://t.co/FRhdPHf66c",FALSE,0,NA,2017-04-20 17:56:23,FALSE,NA,"855117960473583616",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",1,TRUE,FALSE,NA,NA
"210","Zero-in on getting mongoDB done faster by cutting out non fast and scalable tasks.",FALSE,0,NA,2017-04-20 17:55:57,FALSE,NA,"855117851124006914",NA,"<a href=""http://software.complete.org/twidge"" rel=""nofollow"">twidge</a>","webscale_bot",0,FALSE,FALSE,NA,NA
"211","MongoDB database as a service offering goes global https://t.co/3gcg1AuDZd",FALSE,0,NA,2017-04-20 17:55:57,FALSE,NA,"855117849962188800",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","CRM_CWS_Cloud",0,FALSE,FALSE,NA,NA
"212","@MongoDB maybe this worked for you in the past, but spamming every dev in our company with sales emails is a horrible tactic. Please stop.",FALSE,0,"MongoDB",2017-04-20 17:53:04,FALSE,NA,"855117126822227968","18080585","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","b_hough",0,FALSE,FALSE,NA,NA
"213","RT @CloudExpo: [session] Bridging the Gap with MongoDB on AWS ▸ https://t.co/25S5pCh97D @JayGordonOps @MongoDB #AWS #Cloud #Security #Digit…",FALSE,0,NA,2017-04-20 17:52:51,FALSE,NA,"855117070043893761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SYSCONtv",21,TRUE,FALSE,NA,NA
"214","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/hzNFzgbTsH #NoSQL",FALSE,1,NA,2017-04-20 17:48:48,FALSE,NA,"855116052040212481",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","bl_bryant",0,FALSE,FALSE,NA,NA
"215","RT @YevTheDev: @black_duck_sw @crunchbase RethinkDB is a tough example. Their main failure is in differentiating from MongoDB, per their ow…",FALSE,0,NA,2017-04-20 17:46:27,FALSE,NA,"855115459355693057",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","black_duck_sw",2,TRUE,FALSE,NA,NA
"216","RT @davidtwheelerjr: Import data into PostgreSQL from MongoDB exported JSON #shipping #import/export #stocklots https://t.co/AWIt6Z2hic htt…",FALSE,0,NA,2017-04-20 17:45:51,FALSE,NA,"855115307211423747",NA,"<a href=""http://commoditiesoped.com"" rel=""nofollow"">CommoditiesOpEd</a>","CommoditiesOpEd",2,TRUE,FALSE,NA,NA
"217","Import data into PostgreSQL from MongoDB exported JSON #shipping #import/export #stocklots https://t.co/AWIt6Z2hic https://t.co/0x2DtCOYDc",FALSE,0,NA,2017-04-20 17:45:08,FALSE,NA,"855115129985396740",NA,"<a href=""http://www.socialcloudsuite.com"" rel=""nofollow"">SocialCloudSuite</a>","davidtwheelerjr",2,FALSE,FALSE,NA,NA
"218","Get all the details on MongoDB 3.4, including information on $graphLookup and zoned sharding - https://t.co/KCjt40DoDc",FALSE,0,NA,2017-04-20 17:42:41,FALSE,NA,"855114510880976898",NA,"<a href=""http://www.influitive.com"" rel=""nofollow"">Influitive</a>","mrmaninew",0,FALSE,FALSE,NA,NA
"219","RT @nodenpm: sessions-provider-mongodb (0.1.0): https://t.co/W99WW3tsfb Sessions Mongodb Provider",FALSE,0,NA,2017-04-20 17:40:10,FALSE,NA,"855113878505754625",NA,"<a href=""http://theparen.com"" rel=""nofollow"">twitter-bot-george</a>","george_fuzzy",1,TRUE,FALSE,NA,NA
"220","RT @CIOonline: MongoDB database as a service offering goes global https://t.co/FoKJGat5Vl #mongodb",FALSE,0,NA,2017-04-20 17:40:07,FALSE,NA,"855113867705319426",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","barthevandoorn",1,FALSE,FALSE,NA,NA
"221","sessions-provider-mongodb (0.1.0): https://t.co/W99WW3tsfb Sessions Mongodb Provider",FALSE,0,NA,2017-04-20 17:35:41,FALSE,NA,"855112751244562435",NA,"<a href=""https://github.com/bcoe/npm-tweets"" rel=""nofollow"">npmtweets</a>","nodenpm",1,FALSE,FALSE,NA,NA
"222","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/GA5fFhbgjZ #NoSQL",FALSE,1,NA,2017-04-20 17:35:17,FALSE,NA,"855112650493186048",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","Anammahmood7",0,FALSE,FALSE,NA,NA
"223","RT @hoagieben: #IBMConnections #OrientMe and #mongoDB connection failures https://t.co/Xg8BMMLXrj",FALSE,0,NA,2017-04-20 17:28:52,FALSE,NA,"855111036105498624",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",2,TRUE,FALSE,NA,NA
"224","RT @VALINTRYjobs: Check this out: MongoDB database as a service offering goes global - https://t.co/zMARmQOLEP - 

MongoDB today announced…",FALSE,0,NA,2017-04-20 17:28:41,FALSE,NA,"855110986629382144",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"225","RT @xdotai: Our CTO @GeekstaMatt talking about how we use @MongoDB to build our AI assistants! https://t.co/RxuFhjrYQ1",FALSE,0,NA,2017-04-20 17:28:24,FALSE,NA,"855110918098755584",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",5,TRUE,FALSE,NA,NA
"226","#Neard version 1.2 released and introduced #MongoDB module as major improvement ! https://t.co/OiempC2GwY",FALSE,1,NA,2017-04-20 17:28:15,FALSE,NA,"855110880966705154",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","crazyws",2,FALSE,FALSE,NA,NA
"227","RT @EXPconsultingES: #expconsulting MongoDB database as a service offering goes global https://t.co/bKbemQrpQY @julio_verissimo",FALSE,0,NA,2017-04-20 17:28:04,FALSE,NA,"855110834418089984",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"228","RT @sidtrey: #Mongodb 
I am working on a new document management solution, I have been struggling with the choice between #PostgreSQL and #…",FALSE,0,NA,2017-04-20 17:27:50,FALSE,NA,"855110775110684672",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"229","RT @f6s: Partoo: New F6S #startupjob ""Full-Stack Dev - Python + MongoDB"" check it out https://t.co/jCiTY3U2iE",FALSE,0,NA,2017-04-20 17:27:36,FALSE,NA,"855110717380243456",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"230","RT @SO_Haskell: access function not returning Either Failure a

I am having some difficulty with the Haskell mongoDB driver and th… https:/…",FALSE,0,NA,2017-04-20 17:27:23,FALSE,NA,"855110659440222208",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"231","https://t.co/dlg9wfSYrp - MongoDB push array #meteorjs",FALSE,0,NA,2017-04-20 17:27:14,FALSE,NA,"855110621511254017",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","MeteorAtSO",1,FALSE,FALSE,NA,NA
"232","RT @jdbrown239: #DougBrownBData MongoDB database as a service offering goes global https://t.co/mAaAK2R2Gy",FALSE,0,NA,2017-04-20 17:27:07,FALSE,NA,"855110595917430784",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",2,TRUE,FALSE,NA,NA
"233","RT @DigiBiz_Hub: #BigData MongoDB database as a service offering goes global - MongoDB today announced that it has expanded supp... https:/…",FALSE,0,NA,2017-04-20 17:26:53,FALSE,NA,"855110537402736640",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",2,TRUE,FALSE,NA,NA
"234","RT @StrateSQL: Reading: https://t.co/hIaefbESal ""DocumentDB: API for MongoDB now generally available"" #azure",FALSE,0,NA,2017-04-20 17:26:42,FALSE,NA,"855110489637912578",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"235","MongoDB database as a service offering goes global https://t.co/kzFTsqWeg9",FALSE,0,NA,2017-04-20 17:26:00,FALSE,NA,"855110311208247296",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","CRM_CWS_Cloud",0,FALSE,FALSE,NA,NA
"236","RT @RyonsRealm: Why is it that I always think of the movie Blazing Saddles when I read news about this project. https://t.co/pNb48Wbg2a",FALSE,0,NA,2017-04-20 17:25:50,FALSE,NA,"855110272347799552",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"237","RT @Databaseshare: MongoDB database as a service offering goes global - CIO Australia https://t.co/LQxJMertLn",FALSE,0,NA,2017-04-20 17:25:35,FALSE,NA,"855110209370439682",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"238","RT @codygoodermote: We're #hiring an Office Manager in #Sydney -- Join #MongoDB (for GIANT ideas). https://t.co/lEuAkkKgMU",FALSE,0,NA,2017-04-20 17:25:22,FALSE,NA,"855110154882129922",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"239","RT @codygoodermote: We're #hiring in over 40 different cities worldwide. Come join #mongodb! #sales #engineering #workplace https://t.co/gy…",FALSE,0,NA,2017-04-20 17:25:10,FALSE,NA,"855110101941723137",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"240","RT @StackDevJobs: Full Stack Engineer, CTO's Office (confidential project) at @MongoDB (New York, NY) https://t.co/I01zIoKPKf #javascript",FALSE,0,NA,2017-04-20 17:24:51,FALSE,NA,"855110023684411393",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",2,TRUE,FALSE,NA,NA
"241","RT @haywire_d: We've got some amazing people from @MongoDB itself in the community slack team! Send yourself an invite now - https://t.co/N…",FALSE,0,NA,2017-04-20 17:24:39,FALSE,NA,"855109972396351489",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",4,TRUE,FALSE,NA,NA
"242","#EXPconsulting MongoDB database as a service offering goes global https://t.co/i572dG1heh @expconsultinges https://t.co/QCGIYe7o5v",FALSE,0,NA,2017-04-20 17:19:55,FALSE,NA,"855108783772581888",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Julio_Verissimo",0,FALSE,FALSE,NA,NA
